213	345	31	6	2026-02-05 17:17:00	\N	good	\N	Asignación automática junto con laptop	\N	no_generada	\N	\N	no_generada
216	59	31	6	2026-02-05 17:17:00	\N	good	\N	Asignación automática junto con laptop	\N	no_generada	\N	\N	no_generada
219	349	31	6	2026-02-05 17:18:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	no_generada	\N	\N	no_generada
220	352	31	6	2026-02-05 17:19:00	\N	good	\N		\N	no_generada	\N	\N	no_generada
507	567	63	1	2026-02-20 16:10:00	\N	good	\N		\N	firmada	2026-02-24 18:39:32.622	\N	no_generada
245	363	14	1	2026-02-06 16:04:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
227	361	32	6	2026-02-05 17:53:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
234	357	32	6	2026-02-05 17:56:00	\N	good	\N	Mousepad desgastado por el uso	\N	acta_generada	\N	\N	no_generada
230	362	32	6	2026-02-05 17:54:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
237	189	32	6	2026-02-05 17:56:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
229	359	32	6	2026-02-05 17:53:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
228	360	32	6	2026-02-05 17:53:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
238	355	32	6	2026-02-05 17:56:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
236	91	32	6	2026-02-05 17:56:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
239	356	32	6	2026-02-05 17:56:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
235	354	32	6	2026-02-05 17:56:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
509	566	63	1	2026-02-20 16:10:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-24 18:39:32.622	\N	no_generada
502	564	63	1	2026-02-20 16:10:00	\N	good	\N		\N	firmada	2026-02-24 18:39:32.622	\N	no_generada
248	144	14	1	2026-02-06 16:04:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
252	369	14	1	2026-02-06 16:05:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
523	577	29	1	2026-02-23 15:59:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
253	368	14	1	2026-02-06 16:05:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
254	367	14	1	2026-02-06 16:05:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	acta_generada	\N	\N	no_generada
503	94	63	1	2026-02-20 16:10:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-24 18:39:32.622	\N	no_generada
262	377	33	1	2026-02-06 17:02:00	2026-02-19 21:25:18.608	good	good	Asignación automática junto con celular/tablet	Finalización por firma de acta de recepción	firmada	2026-02-19 20:42:10.526	2026-02-19 21:25:13.127	firmada
170	122	26	1	2026-02-03 16:45:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
257	372	33	1	2026-02-06 17:01:00	2026-02-19 21:25:18.608	good	good	Asignación automática junto con laptop	Finalización por firma de acta de recepción	firmada	2026-02-19 20:42:10.526	2026-02-19 21:25:13.127	firmada
267	269	34	1	2026-02-06 22:20:57.732	\N	good	\N	Transferencia de dueño	\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
159	308	26	1	2026-02-03 16:18:00	\N	excellent	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
259	371	33	1	2026-02-06 17:01:00	2026-02-19 21:25:18.608	good	good	Asignación automática junto con laptop	Finalización por firma de acta de recepción	firmada	2026-02-19 20:42:10.526	2026-02-19 21:25:13.127	firmada
247	366	14	1	2026-02-06 16:04:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
244	370	12	1	2026-02-06 16:04:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
